sprite{ id = "enemies/boss/moldorm/body_3", description = "Body 3" }
sprite{ id = "enemies/boss/moldorm/tail", description = "Moldorm Tail" }
sprite{ id = "enemies/boss/rolling_bones", description = "Rolling bones" }
sprite{ id = "enemies/boss/rolling_bones/spike", description = "Rolling bones Spike" }
sprite{ id = "enemies/boss/slime_eel", description = "Slime eel" }
sprite{ id = "enemies/boss/slime_eye", description = "Slime eye" }
sprite{ id = "enemies/boss/slime_eye/splitted_eye", description = "Splitted Eye" }
sprite{ id = "enemies/boss/smasher", description = "Smasher" }
sprite{ id = "enemies/boss/stone_hinox/stone_hinox", description = "Stone hinox" }
sprite{ id = "enemies/boss/stone_hinox/stone_hinox_boulder", description = "Stone hinox boulder" }
sprite{ id = "enemies/boss/turtle_rock", description = "Turtle rock" }
sprite{ id = "enemies/boss/turtle_rock/neck", description = "Turtle rock neck" }
sprite{ id = "enemies/boulder", description = "Boulder" }
sprite{ id = "enemies/bubble", description = "Bubble" }
sprite{ id = "enemies/bubble_giant", description = "Bubble Giant" }
sprite{ id = "enemies/buzz_blob", description = "Buzz Blob" }
sprite{ id = "enemies/camo_goblin_blue", description = "Camo Goblin Blue" }
sprite{ id = "enemies/camo_goblin_green", description = "Camo Goblin Green" }
sprite{ id = "enemies/camo_goblin_red", description = "Camo Goblin Red" }
sprite{ id = "enemies/cheep_cheep", description = "Cheep Cheep" }
sprite{ id = "enemies/chicken", description = "Chicken" }
sprite{ id = "enemies/chicken_mortal", description = "Chicken Mortal" }
sprite{ id = "enemies/crow", description = "Crow" }
sprite{ id = "enemies/cukeman", description = "Cukeman" }
sprite{ id = "enemies/darknut", description = "Darknut" }
sprite{ id = "enemies/darknut/sword", description = "Sword darknut" }
sprite{ id = "enemies/darknut_bow", description = "Darknut Bow" }
sprite{ id = "enemies/death_ball", description = "Death Ball" }
sprite{ id = "enemies/dog", description = "Dog" }
sprite{ id = "enemies/enemy_killed", description = "Enemy Killed" }
sprite{ id = "enemies/eyegore_statue", description = "Eyegore Statue" }
sprite{ id = "enemies/face_lamp", description = "Face Lamp" }
sprite{ id = "enemies/fireball", description = "Fireball" }
sprite{ id = "enemies/flying_tile", description = "Flying Tile" }
sprite{ id = "enemies/gel", description = "Gel Red" }
sprite{ id = "enemies/ghini", description = "Ghini" }
sprite{ id = "enemies/ghini_giant", description = "Ghini Giant" }
sprite{ id = "enemies/gibdo", description = "Gibdo" }
sprite{ id = "enemies/goomba", description = "Goomba" }
sprite{ id = "enemies/goponga_flower", description = "Goponga flower" }
sprite{ id = "enemies/goponga_flower_giant", description = "Goponga Flower Giant" }
sprite{ id = "enemies/hardhat_beetle", description = "Hardhat Beetle" }
sprite{ id = "enemies/helmasaur", description = "Helmasaur" }
sprite{ id = "enemies/helmasaur/mask", description = "Mask" }
sprite{ id = "enemies/helmasaur/maskless", description = "Helmasaur maskless" }
sprite{ id = "enemies/keese", description = "Keese" }
sprite{ id = "enemies/leever", description = "Leever" }
sprite{ id = "enemies/like_like", description = "Like Like" }
sprite{ id = "enemies/mad_bomber", description = "Mad Bomber" }
sprite{ id = "enemies/maskass", description = "Maskass" }
sprite{ id = "enemies/mini_moldorm", description = "Mini Moldorm" }
sprite{ id = "enemies/mini_moldorm/body", description = "Mini moldorm body" }
sprite{ id = "enemies/mini_moldorm/tail", description = "Mini moldorm tail" }
sprite{ id = "enemies/moblin_dog_spear", description = "Moblin Dog Spear" }
sprite{ id = "enemies/moblin_dog_sword", description = "Moblin Dog Sword" }
sprite{ id = "enemies/moblin_dog_sword/sword", description = "Moblin Dog Sword (Sword)" }
sprite{ id = "enemies/moblin_pig_fork", description = "Moblin Pig Spear" }
sprite{ id = "enemies/moblin_pig_sword", description = "Moblin Pig Sword" }
sprite{ id = "enemies/moblin_pig_sword/sword", description = " Moblin Pig Sword (Sword)" }
sprite{ id = "enemies/monkey", description = "Monkey" }
sprite{ id = "enemies/octorok", description = "Octorok" }
sprite{ id = "enemies/octorok_flying", description = "Octorok Flying" }
sprite{ id = "enemies/orb_monster_blue", description = "Orb Monster Blue" }
sprite{ id = "enemies/orb_monster_green", description = "Orb Monster Green" }
sprite{ id = "enemies/orb_monster_red", description = "Orb Monster Red" }
sprite{ id = "enemies/pairodd", description = "Pairodd" }
sprite{ id = "enemies/peahat", description = "Peahat" }
sprite{ id = "enemies/pike_auto", description = "Pike Auto" }
sprite{ id = "enemies/pike_detect", description = "Pike Detect" }
sprite{ id = "enemies/pike_fixed", description = "Pike Fixed" }
sprite{ id = "enemies/pincer", description = "Pincer" }
sprite{ id = "enemies/pincer/body", description = "Pincer Body" }
sprite{ id = "enemies/piranha", description = "Piranha" }
sprite{ id = "enemies/piranha_plant", description = "Piranha plant" }
sprite{ id = "enemies/podobo", description = "Podoboo" }
sprite{ id = "enemies/pokey", description = "Pokey" }
sprite{ id = "enemies/pokey/body", description = "Pokey Body" }
sprite{ id = "enemies/pols_voice", description = "Pols voice" }
sprite{ id = "enemies/projectiles/arrow", description = "Arrow" }
sprite{ id = "enemies/projectiles/bat", description = "Bat" }
sprite{ id = "enemies/projectiles/beam", description = "Beam" }
sprite{ id = "enemies/projectiles/bomb", description = "Bomb" }
sprite{ id = "enemies/projectiles/bone", description = "Bone" }
sprite{ id = "enemies/projectiles/coconut", description = "Coconut" }
sprite{ id = "enemies/projectiles/fireball", description = "Fireball" }
sprite{ id = "enemies/projectiles/flowerball", description = "Flowerball" }
sprite{ id = "enemies/projectiles/fork", description = "Fork" }
sprite{ id = "enemies/projectiles/iceball", description = "Iceball" }
sprite{ id = "enemies/projectiles/laser", description = "Beamos laser" }
sprite{ id = "enemies/projectiles/magmaball", description = "Magmaball" }
sprite{ id = "enemies/projectiles/sai", description = "Moblin chief spear" }
sprite{ id = "enemies/projectiles/spear", description = "Moblin Pig Spear (Spear)" }
sprite{ id = "enemies/projectiles/stone", description = "Stone" }
sprite{ id = "enemies/raven", description = "Raven" }
sprite{ id = "enemies/rope", description = "Rope" }
sprite{ id = "enemies/sand_crab", description = "Sand Crab" }
sprite{ id = "enemies/sea_urchin", description = "Sea urchin" }
sprite{ id = "enemies/shrouded_stalfos", description = "Shrouded Stalfos" }
sprite{ id = "enemies/shrouded_stalfos_sword", description = "Shrouded Stalfos Sword" }
sprite{ id = "enemies/shrouded_stalfos_sword/sword", description = "Shrouded Stalfos Sword (Sword)" }
sprite{ id = "enemies/spiked_beetle", description = "Spiked Beetle" }
sprite{ id = "enemies/spiny_beetle", description = "Spiny Beetle" }
sprite{ id = "enemies/stalfos_blue", description = "Stalfos blue" }
sprite{ id = "enemies/stalfos_red", description = "Stalfos red" }
sprite{ id = "enemies/star", description = "Star" }
sprite{ id = "enemies/tektite", description = "Tektite" }
sprite{ id = "enemies/tektite_water", description = "Tektite Water" }
sprite{ id = "enemies/thwimp", description = "Thwimp" }
sprite{ id = "enemies/thwomp", description = "Thwomp" }
sprite{ id = "enemies/vegas", description = "Vegas" }
sprite{ id = "enemies/vire", description = "Vire" }
sprite{ id = "enemies/wizzrobe", description = "Wizzrobe" }
sprite{ id = "enemies/zol_green", description = "Zol green" }
sprite{ id = "enemies/zol_red", description = "Zol red" }
sprite{ id = "enemies/zombie", description = "Zombie" }
sprite{ id = "enemies/zora", description = "Zora" }
sprite{ id = "entities/animals/bird", description = "Bird" }
sprite{ id = "entities/animals/bird_green", description = "Bird green" }
sprite{ id = "entities/animals/fishing_big_fish", description = "Fishing big fish" }
sprite{ id = "entities/animals/fishing_small_fish", description = "Fishing small fish" }
sprite{ id = "entities/animals/frog", description = "Frog" }
sprite{ id = "entities/animals/mambo_pal_1", description = "Mambo pal 1" }
sprite{ id = "entities/animals/mambo_pal_2", description = "Mambo pal 2" }
sprite{ id = "entities/animals/mambo_pal_3", description = "Mambo pal 3" }
sprite{ id = "entities/animals/mambo_pal_4", description = "Mambo pal 4" }
sprite{ id = "entities/animals/mambo_pal_5", description = "Mambo pal 5" }
sprite{ id = "entities/animals/mambo_pal_6", description = "Mambo pal 6" }
sprite{ id = "entities/animals/mambo_pal_7", description = "Mambo pal 7" }
sprite{ id = "entities/animals/monkey", description = "Monkey" }
sprite{ id = "entities/animals/mouse", description = "Mouse" }
sprite{ id = "entities/animals/seagull", description = "Seagull" }
sprite{ id = "entities/animals/seagull_small", description = "Seagull small" }
sprite{ id = "entities/animals/wart_brothers", description = "Wart's brothers" }
sprite{ id = "entities/arrow", description = "Arrow" }
sprite{ id = "entities/blocks/block", description = "Block" }
sprite{ id = "entities/blocks/block_small_key", description = "Block small key" }
sprite{ id = "entities/blocks/box", description = "Box" }
sprite{ id = "entities/blocks/stone_brown", description = "Stone brown" }
sprite{ id = "entities/blocks/stone_brown_weak", description = "Stone brown weak" }
sprite{ id = "entities/bomb", description = "Bomb" }
sprite{ id = "entities/bomb_arrow", description = "Bomb Arrow" }
sprite{ id = "entities/boomerang1", description = "Boomerang 1" }
sprite{ id = "entities/boomerang2", description = "Boomerang 2" }
sprite{ id = "entities/bow", description = "Bow" }
sprite{ id = "entities/chain", description = "Chain" }
sprite{ id = "entities/chests/chest_big", description = "Big chest" }
sprite{ id = "entities/chests/chest_small", description = "Small chest" }
sprite{ id = "entities/claw_chain", description = "Claw chain" }
sprite{ id = "entities/claw_crane", description = "Claw crane" }
sprite{ id = "entities/claw_up", description = "Claw up" }
sprite{ id = "entities/crystal", description = "Crystal" }
sprite{ id = "entities/crystal_block", description = "Crystal block" }
sprite{ id = "entities/decorations/background_introduction", description = "Background introduction" }
